,type,words_per_comment,variance_of_word_counts,i-e,n-s,t-f,j-p,0,1
406,intp,28.38,136.63039999999998,0,0,0,1,14.6227255,1.7457302
407,infp,7.66,201.02079395085062,0,0,1,1,9.993062,6.0284734
408,infj,28.98,179.7184,0,0,1,0,11.647541,4.411167
409,enfp,26.28,159.3524,1,0,1,1,14.8278675,1.312987
410,infp,28.16,122.00040000000001,0,0,1,1,11.518988,4.6387773
411,infj,26.7,142.4576,0,0,1,0,9.272818,7.1739435
412,intp,26.5,171.00960000000003,0,0,0,1,14.721935,1.285486
413,infj,24.6,125.0836,0,0,1,0,11.198567,5.941236
414,infj,27.56,173.2084,0,0,1,0,9.271312,5.114767
415,isfj,29.64,100.39560000000002,0,1,1,0,9.76137,4.241708
416,infj,24.18,141.3744,0,0,1,0,11.544953,1.2030861
417,infp,31.58,73.88639999999998,0,0,1,1,10.291985,5.433197
418,infj,22.74,51.23593864134404,0,0,1,0,9.939061,2.576761
419,infp,19.84,192.94760000000002,0,0,1,1,15.643392,3.9562426
420,intp,26.54,173.52960000000002,0,0,0,1,11.375624,3.7369292
421,entp,28.76,104.83240000000002,1,0,0,1,17.839718,7.2301264
422,intp,18.72,244.09000000000003,0,0,0,1,11.309989,3.9688106
423,infj,19.3,242.3616,0,0,1,0,9.563047,2.9932103
424,infj,31.24,52.93160000000001,0,0,1,0,9.139743,4.118856
425,intj,23.0,136.17960000000002,0,0,0,0,11.012936,2.5847015
426,infp,18.32,215.25000000000003,0,0,1,1,8.344971,1.4765847
427,infp,23.7,182.0176,0,0,1,1,8.939127,2.6457586
428,enfp,21.22,159.52,1,0,1,1,7.9254847,2.2656841
429,infp,8.7,158.9776,0,0,1,1,17.387182,6.881155
430,esfp,4.46,31.526399999999995,1,1,1,1,4.7756844,2.6901934
431,istp,16.26,192.5824,0,1,0,1,15.495155,3.814902
432,infp,24.6,130.5236,0,0,1,1,9.365238,5.2884746
433,intp,26.44,129.9236,0,0,0,1,9.973152,3.294695
434,infj,25.38,155.6304,0,0,1,0,11.403869,2.1163168
435,enfj,31.5,71.4496,1,0,1,0,8.757733,4.9643703
436,infp,21.16,207.96040000000005,0,0,1,1,14.300409,5.6242514
437,entp,29.1,145.11360000000002,1,0,0,1,8.968358,3.1002192
438,intj,18.7,198.9776,0,0,0,0,14.014389,5.362831
439,infj,25.34,151.8576,0,0,1,0,15.556147,3.8444147
440,infj,25.52,132.81,0,0,1,0,11.422134,2.610207
441,intp,27.32,132.45,0,0,0,1,11.3212805,4.748026
442,istp,25.02,143.84,0,1,0,1,8.655849,5.8962593
443,enfp,18.0,173.24535123966942,1,0,1,1,12.716316,5.182828
444,enfp,24.64,147.03560000000002,1,0,1,1,10.252151,2.561072
445,enfp,31.24,92.21159999999998,1,0,1,1,9.633503,4.738507
446,enfj,26.52,186.93,1,0,1,0,10.576239,4.54456
447,estp,22.12,147.92999999999998,1,1,0,1,9.284916,2.8522213
448,infj,33.58,48.2464,0,0,1,0,9.489253,4.239421
449,intj,29.28,100.4724,0,0,0,0,12.39734,1.7465693
450,entp,26.9,113.74560000000001,1,0,0,1,13.553121,4.030504
451,infp,25.44,99.24359999999999,0,0,1,1,13.431417,3.7686217
452,infp,27.24,141.09159999999997,0,0,1,1,10.886324,4.093363
453,intp,22.46,172.80640000000002,0,0,0,1,11.697734,3.1657786
454,infp,15.9,138.8256,0,0,1,1,11.521151,4.4811826
455,intj,18.76,141.0324,0,0,0,0,11.168045,3.7084718
456,entp,25.22,153.23999999999998,1,0,0,1,10.494777,2.61259
457,intp,22.72,153.73,0,0,0,1,12.68469,1.6110032
458,istj,25.7,182.0176,0,1,0,0,11.838211,1.316077
459,intj,21.36,133.7444,0,0,0,0,12.20132,2.1471796
460,intj,28.22,128.96,0,0,0,0,14.710424,1.3248012
461,intj,19.42,136.4,0,0,0,0,9.305774,1.5267891
462,enfp,32.16,91.9604,1,0,1,1,9.418439,4.9098535
463,istp,19.96,168.0564,0,1,0,1,8.520407,6.4296136
464,intj,29.52,62.37,0,0,0,0,8.803668,1.9307424
465,infj,19.12,152.85,0,0,1,0,7.932424,1.237212
466,infj,29.42,79.88,0,0,1,0,9.899713,3.875313
467,infp,22.34,199.09759999999997,0,0,1,1,11.806821,6.206863
468,infj,22.44,188.80360000000002,0,0,1,0,11.498316,5.9735956
469,infp,9.12,73.39285714285714,0,0,1,1,14.395616,1.9786408
470,enfp,24.9,176.5856,1,0,1,1,12.237851,3.9329133
471,entp,20.68,107.62122448979592,1,0,0,1,11.246208,3.316864
472,infj,27.78,147.38240000000002,0,0,1,0,12.960881,2.1336923
473,infp,32.66,97.47040000000001,0,0,1,1,11.541615,4.11606
474,istp,25.84,158.78390886436455,0,1,0,1,8.671695,1.7455165
475,infj,31.46,72.16640000000001,0,0,1,0,7.965698,1.3152575
476,estp,28.9,52.61546782044347,1,1,0,1,9.278768,2.713789
477,enfp,28.4,164.31560000000002,1,0,1,1,9.781134,0.3522079
478,istp,26.4,136.5956,0,1,0,1,8.448252,6.1009007
479,infp,33.4,66.35560000000001,0,0,1,1,10.541621,6.267143
480,infj,29.0,112.99230421004978,0,0,1,0,9.275734,3.3766646
481,infp,32.12,60.60999999999999,0,0,1,1,9.005287,3.9061842
482,intj,17.74,198.00160000000002,0,0,0,0,12.246104,1.9160771
483,enfp,25.12,156.89000000000001,1,0,1,1,14.748685,1.8138644
484,infj,19.86,155.7344,0,0,1,0,11.45493,2.7754269
485,intp,30.66,76.8304,0,0,0,1,7.742037,1.7847344
486,intj,33.14,66.34559999999999,0,0,0,0,12.1875305,1.3103608
487,intp,31.38,116.67039999999999,0,0,0,1,10.161872,2.8235896
488,enfp,24.82,132.48,1,0,1,1,12.673808,3.6452832
489,infp,21.58,212.8464,0,0,1,1,11.899663,3.9693112
490,entj,25.94,173.9536,1,0,0,0,11.126832,0.055081725
491,intp,18.16,129.7204,0,0,0,1,12.902022,1.3824522
492,infp,31.98,32.6784,0,0,1,1,10.7571745,6.067018
493,intp,29.54,98.92959999999998,0,0,0,1,12.685689,1.5053099
494,intp,24.16,156.40039999999996,0,0,0,1,10.996522,2.1818817
495,infp,28.64,106.99560000000001,0,0,1,1,10.535705,5.636385
496,infj,19.78,183.22240000000002,0,0,1,0,13.901415,5.396028
497,entp,13.78,185.2044707429323,1,0,0,1,7.5794134,2.1685205
498,infj,30.32,95.24999999999999,0,0,1,0,12.884441,5.9927406
499,intj,23.1,192.35360000000003,0,0,0,0,9.131564,2.4062903
500,intj,16.48,110.12639999999999,0,0,0,0,11.898628,1.3255434
501,infj,29.62,102.47999999999998,0,0,1,0,11.036774,2.374765
502,entp,25.34,149.6176,1,0,0,1,10.066848,0.9234049
503,intj,31.66,199.77133007756387,0,0,0,0,8.686395,1.5453721
504,infp,29.9,100.06560000000002,0,0,1,1,11.205494,4.3714576
505,intp,20.82,122.28,0,0,0,1,10.336601,1.6601624
506,infp,27.8,124.7316,0,0,1,1,8.0150385,2.0047255
507,isfp,31.56,107.4084,0,1,1,1,11.843574,4.991653
508,isfp,17.2,190.23070987654322,0,1,1,1,11.392554,4.7109866
509,istp,18.48,144.68839999999997,0,1,0,1,13.516025,4.431227
510,intp,29.08,136.53640000000001,0,0,0,1,11.10062,3.693387
511,intj,21.9,88.7456,0,0,0,0,12.14342,1.0222571
512,infj,31.34,99.61759999999998,0,0,1,0,11.103585,0.35331297
513,entj,18.36,150.14440000000002,1,0,0,0,11.944045,4.7309227
514,intj,32.0,71.8996,0,0,0,0,14.702167,1.272691
515,infj,32.28,62.2724,0,0,1,0,11.042133,3.4172451
516,enfj,27.88,144.6804,1,0,1,0,7.908323,4.6201315
517,intj,27.26,113.3824,0,0,0,0,12.758958,3.054688
518,infj,15.22,136.64000000000001,0,0,1,0,12.1549835,4.367049
519,entj,28.32,93.05,1,0,0,0,8.842739,1.4314157
520,intp,23.56,147.52839999999998,0,0,0,1,11.670654,2.4794252
521,intj,11.26,139.1024,0,0,0,0,13.422124,3.7440226
522,intj,26.46,122.84639999999999,0,0,0,0,11.4395685,1.7198253
523,istp,21.94,211.59359999999998,0,1,0,1,8.660133,6.2715964
524,infj,32.76,20.0724,0,0,1,0,8.697034,3.191242
525,infp,19.38,172.99040000000002,0,0,1,1,12.39637,4.1475525
526,infp,28.36,160.1844,0,0,1,1,9.593989,3.6378653
527,intp,26.44,94.68359999999998,0,0,0,1,14.37209,5.6300073
528,intp,19.4,149.27560000000003,0,0,0,1,12.669476,2.6764827
529,esfp,25.22,164.52000000000004,1,1,1,1,14.652274,1.5411664
530,infj,20.92,165.37,0,0,1,0,9.12891,2.6398604
531,intp,23.3,125.2416,0,0,0,1,10.1378975,1.7378831
532,infj,20.84,208.74759999999998,0,0,1,0,14.797861,2.4859912
533,isfj,32.58,88.6464,0,1,1,0,7.416741,3.452983
534,entj,20.62,143.95999999999998,1,0,0,0,11.342363,1.741009
535,infp,32.08,59.3364,0,0,1,1,7.799204,1.1753627
536,entp,20.8,152.53159999999997,1,0,0,1,9.611144,0.84568787
537,infp,10.82,135.84,0,0,1,1,10.795781,6.194694
538,enfj,21.26,169.46239999999997,1,0,1,0,11.130436,5.0734787
539,infp,20.26,269.78240000000005,0,0,1,1,11.558821,4.570544
540,infp,23.66,217.6704,0,0,1,1,14.726779,2.1082916
541,enfp,31.0,122.6996,1,0,1,1,14.017691,5.4222946
542,infp,24.72,132.05,0,0,1,1,11.931677,4.584049
543,isfj,25.22,135.87755102040816,0,1,1,0,8.30435,1.6372439
544,intj,24.28,159.91240000000002,0,0,0,0,11.437522,3.160131
545,infj,18.24,145.0916,0,0,1,0,12.536524,3.9270744
546,estj,23.02,192.73960000000002,1,1,0,0,7.0769253,4.268693
547,infj,24.32,81.2887811634349,0,0,1,0,9.392506,4.155571
548,intp,28.48,92.60840000000002,0,0,0,1,10.704302,2.125627
549,infp,29.0,129.25959999999998,0,0,1,1,11.818431,4.3257723
550,isfj,28.02,183.12,0,1,1,0,7.2960076,3.413996
551,infj,24.38,175.71040000000002,0,0,1,0,10.195544,3.7631354
552,entp,26.96,94.09639999999999,1,0,0,1,8.954193,1.4052503
553,entj,17.52,209.93,1,0,0,0,15.483319,3.7155347
554,entp,21.56,151.20839999999995,1,0,0,1,12.069353,3.514946
555,intj,28.88,114.60040000000001,0,0,0,0,11.80431,6.2089977
556,infp,29.46,95.68639999999999,0,0,1,1,15.190472,1.5546963
557,infp,34.24,75.25160000000001,0,0,1,1,10.291722,5.3117537
558,infj,25.32,198.53,0,0,1,0,8.678401,3.8672922
559,intj,30.98,64.5184,0,0,0,0,9.7502365,4.3583326
560,intj,24.42,141.28000000000003,0,0,0,0,9.263298,1.5018824
561,intp,26.78,161.6224,0,0,0,1,12.168187,2.8770132
562,intj,22.96,147.93640000000002,0,0,0,0,11.143267,2.6660476
563,infj,21.24,166.0552685950413,0,0,1,0,14.986489,1.4158242
564,infp,24.88,162.7604,0,0,1,1,11.476422,5.7065215
565,entp,28.1,116.15360000000001,1,0,0,1,10.139328,0.21860313
566,entj,21.78,172.06239999999997,1,0,0,0,11.170898,0.29316652
567,istp,14.66,163.7504,0,1,0,1,12.800971,4.2854366
568,infp,31.38,81.4304,0,0,1,1,10.523381,5.9307284
569,enfp,27.08,126.7784090909091,1,0,1,1,15.29938,1.7589711
570,istp,33.54,64.40960000000001,0,1,0,1,8.614005,6.287425
571,intp,27.48,132.76839999999999,0,0,0,1,10.192271,2.3787317
572,infp,20.68,156.18439999999998,0,0,1,1,9.758116,2.5399573
573,infj,21.94,183.87360000000004,0,0,1,0,13.536026,5.067359
574,infj,31.36,86.18439999999998,0,0,1,0,11.635777,4.4131308
575,entp,29.74,148.3616,1,0,0,1,9.885138,0.2550087
576,infj,28.78,106.3424,0,0,1,0,12.718411,5.7738175
577,intp,26.18,118.25439999999999,0,0,0,1,10.735784,1.9688702
578,intj,22.64,160.47560000000001,0,0,0,0,11.643418,2.5029058
579,infp,25.14,175.78560000000002,0,0,1,1,11.581353,1.0671492
580,infp,20.08,169.119375,0,0,1,1,10.318126,2.6773627
581,infj,33.0,47.2996,0,0,1,0,11.3728285,2.1626205
582,enfp,25.54,188.40959999999998,1,0,1,1,11.917832,5.5556455
583,isfp,11.26,124.02239999999998,0,1,1,1,7.8581405,2.4157782
584,infj,21.58,209.76748582230627,0,0,1,0,13.985541,5.456823
585,intj,30.72,98.69,0,0,0,0,11.231278,1.6023691
586,intp,31.54,104.44959999999999,0,0,0,1,10.267628,2.4044483
587,entp,14.84,153.5876,1,0,0,1,5.515889,2.6438959
588,enfj,21.74,159.4416,1,0,1,0,7.854355,2.0793622
589,entp,28.54,106.5696,1,0,0,1,9.39297,1.1148362
590,intj,31.4,68.63560000000001,0,0,0,0,11.028839,1.1877482
591,infp,28.1,115.87360000000001,0,0,1,1,17.464193,6.9393654
592,enfp,28.9,143.7056,1,0,1,1,10.543884,4.097236
593,estp,16.38,199.74364521362898,1,1,0,1,15.335274,2.1947873
594,infp,29.56,79.04839999999999,0,0,1,1,8.022423,1.955637
595,estj,16.34,194.41760000000002,1,1,0,0,7.6112366,2.1811407
596,infp,18.92,160.76999999999998,0,0,1,1,15.7618065,3.8727117
597,enfp,19.46,178.4064,1,0,1,1,12.932632,6.2608337
598,infj,29.18,77.81439999999999,0,0,1,0,11.316737,1.8953519
599,infp,20.44,172.8836,0,0,1,1,10.830982,1.8835821
600,infp,31.14,111.78559999999999,0,0,1,1,10.6352,5.1446166
601,intj,11.46,19.926399999999997,0,0,0,0,17.882133,7.26779
602,infj,32.62,53.87999999999999,0,0,1,0,8.849702,1.7008729
603,infp,12.7,209.7822222222222,0,0,1,1,13.22687,5.0038114
604,intp,32.0,99.77960000000002,0,0,0,1,9.229967,7.1113725
605,infp,31.68,65.2244,0,0,1,1,10.61339,2.5985808
606,intj,27.4,116.95559999999999,0,0,0,0,11.234025,2.6358256
607,istp,29.08,140.25639999999999,0,1,0,1,11.252668,3.2773666
608,infp,13.14,193.42560000000006,0,0,1,1,10.797222,6.229495
609,infj,31.36,76.14439999999999,0,0,1,0,10.027987,4.567314
610,infp,32.16,116.72040000000001,0,0,1,1,10.391232,3.9650006
611,intp,25.48,174.48839999999996,0,0,0,1,10.544909,3.0564182
612,intp,22.44,186.84168241965975,0,0,0,1,9.80695,1.6752979
613,enfj,27.92,149.29000000000002,1,0,1,0,8.324609,6.3386
614,infp,24.58,179.7664,0,0,1,1,11.480389,3.8695018
615,infj,21.1,182.79359999999997,0,0,1,0,8.951284,3.76801
616,entp,35.7,17.9776,1,0,0,1,9.9711685,0.4080788
617,esfp,19.56,167.8484,1,1,1,1,12.830903,2.5881252
618,intp,23.28,149.1524,0,0,0,1,10.634211,2.1905463
619,infp,17.32,152.73,0,0,1,1,12.744449,4.0181446
620,infj,25.78,181.66240000000002,0,0,1,0,10.88429,4.449187
621,istp,26.68,140.3844,0,1,0,1,9.796296,1.5294988
622,intj,29.24,123.6116,0,0,0,0,9.198462,0.60720944
623,infj,24.34,208.09760000000003,0,0,1,0,9.322539,3.9973211
624,enfp,27.66,110.95039999999999,1,0,1,1,10.321967,2.6594133
625,infj,22.06,170.79840000000004,0,0,1,0,8.326997,1.8578124
626,infp,14.92,178.85,0,0,1,1,13.128662,4.00212
627,esfj,23.9,191.30466274332275,1,1,1,0,8.896775,1.5117257
628,infp,21.66,174.59040000000002,0,0,1,1,10.400996,4.1233015
629,infj,26.58,180.40640000000002,0,0,1,0,8.328036,1.8307948
630,istj,19.6,147.2836,0,1,0,0,13.283601,2.9745173
631,intp,31.56,46.16206428248076,0,0,0,1,7.416937,4.650284
632,infp,18.38,189.15039999999996,0,0,1,1,12.471703,3.7424865
633,isfj,27.3,161.0416,0,1,1,0,8.48439,6.3314257
634,esfp,16.12,160.25,1,1,1,1,8.846664,2.5871034
635,istp,10.9,155.1856,0,1,0,1,12.367408,4.094205
636,enfp,29.74,110.0416,1,0,1,1,10.268207,4.1233144
637,intj,31.18,53.854399999999984,0,0,0,0,11.536214,2.6024213
638,istp,28.76,123.43240000000002,0,1,0,1,8.567347,6.3347135
639,entp,24.1,198.0736,1,0,0,1,9.852027,0.23819685
640,entp,27.52,155.61,1,0,0,1,14.697692,1.2909861
641,infp,19.36,179.50440000000003,0,0,1,1,11.768216,2.918075
642,intj,26.8,115.28285559762034,0,0,0,0,7.163585,4.2091956
643,enfp,29.66,101.3504,1,0,1,1,15.040685,4.1100345
644,infp,34.18,59.534400000000005,0,0,1,1,10.447662,4.3662004
645,intj,10.8,74.8516,0,0,0,0,14.420298,5.7479844
646,intj,22.52,156.09,0,0,0,0,13.274965,3.2316003
647,entp,24.9,112.5056,1,0,0,1,12.880855,5.8143516
648,infp,8.06,113.22666666666666,0,0,1,1,13.034945,3.6386867
649,infp,14.64,193.01470588235293,0,0,1,1,10.604413,6.176799
650,enfp,33.12,43.12999999999999,1,0,1,1,8.205354,1.4225173
651,enfp,26.02,128.52,1,0,1,1,11.520229,5.2675233
652,intp,24.58,158.2064,0,0,0,1,17.364004,6.873195
653,infj,29.04,111.41960000000003,0,0,1,0,11.342364,4.324373
654,intp,30.76,96.15239999999999,0,0,0,1,10.111641,3.5532098
655,infp,27.98,154.3184,0,0,1,1,11.212323,4.3058286
656,infj,29.22,118.48,0,0,1,0,8.5557575,5.139205
657,intj,22.64,164.3956,0,0,0,0,11.53243,3.8341026
658,entp,29.04,138.17960000000002,1,0,0,1,11.282325,3.55415
659,infj,24.84,115.7476,0,0,1,0,10.763101,4.5026326
660,intp,24.48,132.5263429752066,0,0,0,1,8.633677,6.2157025
661,intp,33.72,97.53,0,0,0,1,10.56297,3.0333915
662,infj,27.46,127.4464,0,0,1,0,9.307366,3.8763688
663,infp,28.5,119.16959999999999,0,0,1,1,10.711382,5.3040767
664,intp,29.5,139.4896,0,0,0,1,10.370292,4.4289465
665,istp,5.44,45.9636,0,1,0,1,13.677827,2.9029953
666,entp,20.06,217.02721088435374,1,0,0,1,14.982967,3.912293
667,infp,19.3,183.5216,0,0,1,1,10.556209,6.173463
668,infp,26.48,171.2884,0,0,1,1,10.61456,4.580964
669,intp,28.26,132.1024,0,0,0,1,11.075748,2.110923
670,istp,22.68,147.58440000000002,0,1,0,1,8.675375,6.299061
671,intp,27.24,203.39539930555554,0,0,0,1,9.585909,2.5899553
672,infp,25.82,130.43999999999997,0,0,1,1,10.734151,5.9081573
673,infp,25.3,140.1616,0,0,1,1,12.825655,6.0433984
674,entp,25.42,117.96,1,0,0,1,10.172513,0.6576539
675,infp,26.26,202.18240000000003,0,0,1,1,11.630114,5.783949
676,infj,25.26,77.19802469135803,0,0,1,0,17.330523,6.8566875
677,entp,11.52,175.41,1,0,0,1,5.368722,2.5913353
678,istp,28.64,76.91560000000001,0,1,0,1,8.53352,6.362247
679,infp,29.7,106.33760000000001,0,0,1,1,10.950757,4.056592
680,infp,25.22,207.44,0,0,1,1,15.123939,2.2588618
681,intj,25.46,199.76639999999995,0,0,0,0,12.297813,1.8847421
682,entj,23.94,131.5136,1,0,0,0,11.057252,0.039681554
683,esfj,19.62,163.28000000000003,1,1,1,0,9.644693,0.2637738
684,enfp,18.64,202.15559999999996,1,0,1,1,11.544818,5.5860515
685,infp,26.3,150.0416,0,0,1,1,11.127925,4.400314
686,infj,8.1,123.59360000000002,0,0,1,0,4.84639,2.655272
687,infp,23.72,155.99728383884113,0,0,1,1,11.6943035,3.0451682
688,infj,21.22,177.6,0,0,1,0,8.660248,3.7924674
689,infj,25.46,148.52639999999997,0,0,1,0,10.675392,3.9896045
690,esfp,21.8,174.8116,1,1,1,1,9.722086,0.7874049
691,infp,24.04,138.17960000000002,0,0,1,1,11.193985,4.3405
692,intj,23.68,195.90439999999998,0,0,0,0,11.877957,2.0150049
693,entp,22.54,200.84959999999998,1,0,0,1,12.096145,2.655982
694,entp,21.78,176.06239999999997,1,0,0,1,11.736364,3.161777
695,infp,25.9,137.7856,0,0,1,1,11.545574,5.935221
696,intp,25.8,153.05159999999998,0,0,0,1,12.169234,2.468935
697,infp,16.66,205.7556,0,0,1,1,11.981894,4.267924
698,istj,31.3,156.6016,0,1,0,0,9.673492,4.98053
699,infp,26.82,156.36,0,0,1,1,10.7478,4.176274
700,entp,21.82,201.20000000000005,1,0,0,1,11.492456,2.4354668
701,infj,23.14,145.34721593481214,0,0,1,0,9.328654,7.101556
702,enfp,23.36,192.94439999999997,1,0,1,1,7.8819203,2.3812973
703,enfj,10.78,142.32514177693758,1,0,1,0,13.779304,4.8902054
704,intj,35.08,12.136400000000002,0,0,0,0,11.954125,0.7005794
705,entp,24.54,175.9696,1,0,0,1,9.799319,0.93225586
706,intp,32.42,46.52,0,0,0,1,10.229641,1.9768231
707,infp,23.34,146.1776,0,0,1,1,12.641461,5.113912
708,infp,19.46,176.2864,0,0,1,1,11.08312,4.7587814
709,enfp,26.44,162.72360000000003,1,0,1,1,11.17284,5.089322
710,infj,29.86,141.61440000000002,0,0,1,0,9.220048,4.139227
711,intj,25.7,191.93760000000003,0,0,0,0,10.563887,4.287541
712,intj,19.42,177.04,0,0,0,0,11.360663,3.1479218
713,infp,25.68,201.82440000000003,0,0,1,1,11.516446,2.7099903
714,infj,30.24,90.0116,0,0,1,0,14.514641,3.263034
715,infj,12.76,223.75239999999997,0,0,1,0,10.752308,3.7959645
716,intj,30.22,61.959999999999994,0,0,0,0,9.365877,1.9881022
717,intj,23.46,220.52360000000002,0,0,0,0,11.270916,4.729075
718,intp,22.42,218.08,0,0,0,1,11.795398,2.4289303
719,infj,29.02,64.44,0,0,1,0,7.8802,2.087974
720,infj,34.8,48.931599999999996,0,0,1,0,10.342901,4.320133
721,infp,19.82,47.13333333333333,0,0,1,1,13.998389,5.3646693
722,infj,27.72,161.93,0,0,1,0,10.556643,3.234599
723,intj,27.66,159.5104,0,0,0,0,12.176299,3.4590726
724,intp,29.28,131.07240000000002,0,0,0,1,10.807697,2.1681297
725,infj,14.76,200.71239999999995,0,0,1,0,12.7120905,5.0373926
726,infp,9.86,183.65439999999998,0,0,1,1,12.530629,2.1032422
727,intj,30.0,82.37960000000001,0,0,0,0,9.364087,1.7938997
728,intj,26.86,130.49439999999998,0,0,0,0,11.55769,1.4240582
729,intp,29.7,94.9776,0,0,0,1,10.53967,1.7841471
730,intp,30.66,95.39039999999999,0,0,0,1,8.458619,1.1368223
731,isfp,24.0,170.1796,0,1,1,1,12.318373,4.3997855
732,esfp,22.44,114.65220249835632,1,1,1,1,11.519073,2.3391774
733,infj,23.32,183.25,0,0,1,0,11.736219,6.1416693
734,isfp,24.62,187.9236,0,1,1,1,8.086385,3.3283405
735,intp,26.96,146.7764,0,0,0,1,11.931991,6.102935
736,istp,3.7,117.5,0,1,0,1,13.522228,3.4124
737,entj,29.48,105.4484,1,0,0,0,11.058862,0.3457476
738,enfp,29.7,100.89760000000003,1,0,1,1,12.96089,2.1652389
739,entp,24.94,202.9110495537088,1,0,0,1,10.027717,0.5479194
740,intj,16.06,95.85743801652893,0,0,0,0,8.2209,1.9863875
741,infp,23.76,165.5524,0,0,1,1,11.079251,5.3023005
742,isfp,32.4,42.63560000000001,0,1,1,1,8.705098,2.3275223
743,estp,27.6,146.6836,1,1,0,1,11.676787,3.2589033
744,istp,13.12,152.05,0,1,0,1,13.407411,3.890831
745,infp,23.26,187.9424,0,0,1,1,12.823746,3.8796449
746,infj,20.5,172.64960000000002,0,0,1,0,11.914579,2.7326946
747,enfj,26.76,145.1524,1,0,1,0,12.528042,3.630791
748,intp,31.54,68.68959999999998,0,0,0,1,15.302765,3.7007651
749,enfp,28.24,149.4116,1,0,1,1,8.451796,6.371204
750,intp,19.94,192.5136,0,0,0,1,9.955512,2.3367505
751,istp,26.6,154.36360000000002,0,1,0,1,8.657433,6.33215
752,infj,15.98,205.355327203894,0,0,1,0,10.953668,6.0117917
753,infp,11.08,183.42749999999998,0,0,1,1,9.01075,3.7391176
754,intp,23.52,192.29,0,0,0,1,11.086292,2.3836303
755,infj,24.3,115.16478286734088,0,0,1,0,9.052717,3.2824898
756,intj,17.36,185.1444,0,0,0,0,12.2268715,0.80546296
757,infj,26.02,144.08,0,0,1,0,9.811405,4.244949
758,infj,27.42,133.99999999999997,0,0,1,0,11.560625,5.0177674
759,infj,23.54,153.7296,0,0,1,0,9.413181,4.187976
760,entj,19.08,176.8564,1,0,0,0,15.60547,3.7248764
761,istp,26.9,151.30560000000003,0,1,0,1,8.589802,6.3445597
762,infp,30.14,103.74560000000001,0,0,1,1,10.065536,4.9463344
763,infj,29.7,153.1376,0,0,1,0,10.6302805,3.9253983
764,estj,20.54,160.55954631379964,1,1,0,0,7.0798793,4.253232
765,infj,22.56,260.09537489227233,0,0,1,0,9.594813,3.9128504
766,intp,8.84,113.30760000000001,0,0,0,1,13.161597,4.1275334
767,infp,20.12,97.68979591836735,0,0,1,1,7.5017815,2.1559658
768,infp,31.78,106.94240000000002,0,0,1,1,9.941536,5.9635825
769,infp,27.46,139.12640000000002,0,0,1,1,10.387716,6.087173
770,intp,29.24,119.2116,0,0,0,1,10.933299,3.1871648
771,enfp,33.46,42.6064,1,0,1,1,7.3931746,4.642275
772,infp,30.7,62.226843100189036,0,0,1,1,10.443767,5.6513824
773,entp,15.94,205.1368227731864,1,0,0,1,12.516173,2.5883176
774,enfp,0.76,0.0,1,0,1,1,13.505334,3.6095314
775,enfj,21.58,159.7264,1,0,1,0,15.179504,1.8013225
776,istp,25.46,95.0064,0,1,0,1,9.704551,1.9935505
777,infp,28.52,139.2496,0,0,1,1,10.211278,3.515657
778,intj,32.2,77.3876,0,0,0,0,8.22824,3.1215234
779,intp,24.68,179.4244,0,0,0,1,9.469199,1.9963894
780,istp,26.98,135.5584,0,1,0,1,8.517228,6.428493
781,intj,27.44,141.6036,0,0,0,0,9.69773,0.40544784
782,infp,29.08,97.89640000000001,0,0,1,1,17.190788,6.7881117
783,isfj,24.54,174.92960000000002,0,1,1,0,11.99561,4.3633747
784,infp,26.46,161.9664,0,0,1,1,11.141785,4.426037
785,intp,26.48,136.0884,0,0,0,1,11.507823,2.2236173
786,enfj,25.72,141.36999999999998,1,0,1,0,10.815757,5.054654
787,infj,29.52,89.65,0,0,1,0,9.94115,3.8090084
788,enfp,30.68,112.2244,1,0,1,1,10.372696,5.075262
789,intp,23.94,209.51360000000005,0,0,0,1,10.483914,2.7691498
790,intj,24.44,105.68537414965989,0,0,0,0,9.382631,2.076282
791,infj,28.54,105.52959999999999,0,0,1,0,9.423277,1.5026777
792,entp,28.22,113.32000000000002,1,0,0,1,10.237115,3.1194491
793,enfp,31.44,106.32000000000002,1,0,1,1,10.494778,3.1476657
794,infp,20.72,218.81000000000003,0,0,1,1,11.928767,5.324697
795,intj,31.32,59.09,0,0,0,0,11.722367,1.6327649
796,infp,30.3,69.3616,0,0,1,1,9.896699,3.8085876
797,intj,17.34,209.2576,0,0,0,0,12.372951,3.783975
798,intp,27.2,157.18760000000003,0,0,0,1,11.312353,4.0060244
799,entj,31.92,142.85,1,0,0,0,14.754034,1.318155
800,intp,24.66,146.5904,0,0,0,1,11.043779,2.4754648
801,intp,27.68,133.78439999999998,0,0,0,1,10.8839,3.2473254
802,infj,29.46,98.4464,0,0,1,0,8.4949665,5.2049375
803,infj,27.94,131.2336,0,0,1,0,12.344233,3.2864907
804,infj,27.92,181.17000000000004,0,0,1,0,9.790348,4.2926216
805,intp,32.08,25.3764,0,0,0,1,11.368727,1.899759
806,entp,18.48,182.6884,1,0,0,1,8.729828,3.2110229
